Dataset,Feature,# of data points,# non-constant descriptors,Fisher Separability ID
CHEMBL3983,mfp_r2_1024,724,969,7.526563952284389
CHEMBL3983,maccs_keys,724,124,4.834467732219782
CHEMBL3994,embed,179,16,2.5268564934461906
CHEMBL3994,mfp_r2_1024,179,661,6.771150298056053
CHEMBL3994,maccs_keys,179,131,4.541605558489365
CHEMBL3996,embed,361,16,1.8070405944084629
CHEMBL3996,mfp_r2_1024,361,894,4.772817472855865
CHEMBL3996,maccs_keys,361,135,3.670779698266392
CHEMBL4000,embed,98,16,2.525457444382597
CHEMBL4000,mfp_r2_1024,98,490,6.596343755750929
CHEMBL4000,maccs_keys,98,115,3.8155430376301376
CHEMBL4005,embed,4094,16,2.846594372915745
CHEMBL4005,mfp_r2_1024,4094,1024,8.126491394569454
CHEMBL4005,maccs_keys,4094,147,6.572087435176496
CHEMBL4015,embed,1127,16,1.7785488663304792
CHEMBL4015,mfp_r2_1024,1127,983,7.312117686233691
CHEMBL4015,maccs_keys,1127,141,5.490594125931782
CHEMBL4016,embed,259,16,2.667596119568166
CHEMBL4016,mfp_r2_1024,259,807,7.853517400164742
CHEMBL4016,maccs_keys,259,132,4.215384255195692
CHEMBL4018,embed,394,16,2.740733226091303
CHEMBL4018,mfp_r2_1024,394,987,8.510002438701926
CHEMBL4018,maccs_keys,394,140,5.595414476328346
CHEMBL4026,embed,582,16,2.5623405651951336
CHEMBL4026,mfp_r2_1024,582,1002,6.595236082947396
CHEMBL4026,maccs_keys,582,148,4.729356849053235
CHEMBL4027,embed,154,16,2.5249991804667133
CHEMBL4027,mfp_r2_1024,154,715,4.215359467537341
CHEMBL4027,maccs_keys,154,122,3.780023255850829
CHEMBL4028,embed,127,16,2.4873550458529783
CHEMBL4028,mfp_r2_1024,127,527,5.937431435757935
CHEMBL4028,maccs_keys,127,122,3.820909597980862
CHEMBL4029,embed,158,16,2.4399978711180137
CHEMBL4029,mfp_r2_1024,158,622,6.602274270385037
CHEMBL4029,maccs_keys,158,131,3.803133140752048
CHEMBL4033,embed,90,16,1.4151932740280575
CHEMBL4033,mfp_r2_1024,90,399,6.402420229398243
CHEMBL4033,maccs_keys,90,88,3.418877609987252
CHEMBL4036,embed,380,16,3.5689612136137554
CHEMBL4036,mfp_r2_1024,380,968,9.413618460244365
CHEMBL4036,maccs_keys,380,138,7.10869268502252
CHEMBL4040,embed,2298,16,2.680388204549675
CHEMBL4040,mfp_r2_1024,2298,1021,8.609738824001557
CHEMBL4040,maccs_keys,2298,145,6.758713929783683
CHEMBL4051,embed,263,16,2.9888546389404484
CHEMBL4051,mfp_r2_1024,263,784,6.631162258385792
CHEMBL4051,maccs_keys,263,136,4.563449469527777
CHEMBL4062,embed,119,16,2.323666951366883
CHEMBL4062,mfp_r2_1024,119,558,5.604486576661198
CHEMBL4062,maccs_keys,119,135,3.3459322172608497
CHEMBL4071,embed,133,16,2.068765438707345
CHEMBL4071,mfp_r2_1024,133,683,5.186351991297581
CHEMBL4071,maccs_keys,133,140,3.1519720705319303
CHEMBL4072,embed,1060,16,2.680738812413888
CHEMBL4072,mfp_r2_1024,1060,1014,7.76033631094598
CHEMBL4072,maccs_keys,1060,148,6.231450354870145
CHEMBL4074,embed,446,16,2.44915159656411
CHEMBL4074,mfp_r2_1024,446,893,7.136978042295849
CHEMBL4074,maccs_keys,446,138,5.991826406740401
CHEMBL4078,embed,3271,16,2.692172537125255
CHEMBL4078,mfp_r2_1024,3271,1023,8.189718227151518
CHEMBL4078,maccs_keys,3271,154,7.200299626469698
CHEMBL4081,embed,72,16,1.6296669032413815
CHEMBL4081,mfp_r2_1024,72,459,4.58626644865249
CHEMBL4081,maccs_keys,72,111,2.8787681001743457
CHEMBL4093,embed,583,16,2.5899355307861267
CHEMBL4093,mfp_r2_1024,583,958,7.619880787918186
CHEMBL4093,maccs_keys,583,136,4.806886998258005
CHEMBL4101,embed,377,16,3.37630906780554
CHEMBL4101,mfp_r2_1024,377,970,7.527993491839582
CHEMBL4101,maccs_keys,377,137,6.520566009603189
CHEMBL4102,embed,297,16,2.382943616174156
CHEMBL4102,mfp_r2_1024,297,801,6.415978591534192
CHEMBL4102,maccs_keys,297,140,4.974515650088236
CHEMBL4105,embed,92,16,2.389773495984441
CHEMBL4105,mfp_r2_1024,92,462,7.1181326156848375
CHEMBL4105,maccs_keys,92,114,3.489070535138941
CHEMBL4106,embed,152,16,2.1929266843195663
CHEMBL4106,mfp_r2_1024,152,552,5.705395791261964
CHEMBL4106,maccs_keys,152,109,3.8636324852615416
CHEMBL4111,embed,216,16,2.3730635596400598
CHEMBL4111,mfp_r2_1024,216,720,4.261080400700929
CHEMBL4111,maccs_keys,216,133,4.019678580363448
CHEMBL4117,embed,689,16,2.7876509669324467
CHEMBL4117,mfp_r2_1024,689,1010,9.466742220741404
CHEMBL4117,maccs_keys,689,145,7.415485456256797
CHEMBL4121,embed,206,16,3.4604417148008557
CHEMBL4121,mfp_r2_1024,206,910,7.970102186884034
CHEMBL4121,maccs_keys,206,137,7.181654325435073
CHEMBL4123,embed,310,16,2.193437221549176
CHEMBL4123,mfp_r2_1024,310,954,6.19485306402085
CHEMBL4123,maccs_keys,310,139,4.277413224961349
CHEMBL4124,embed,965,16,1.853132333375091
CHEMBL4124,mfp_r2_1024,965,980,8.226778107958042
CHEMBL4124,maccs_keys,965,144,5.412043473103988
CHEMBL4128,embed,665,16,3.359229808645725
CHEMBL4128,mfp_r2_1024,665,983,6.658835103482403
CHEMBL4128,maccs_keys,665,141,5.757205628182426
CHEMBL4130,embed,208,16,2.273123760716653
CHEMBL4130,mfp_r2_1024,208,657,4.770921194467862
CHEMBL4130,maccs_keys,208,123,2.186007724876957
CHEMBL4132,embed,168,16,1.809936195843757
CHEMBL4132,mfp_r2_1024,168,644,6.494372858202344
CHEMBL4132,maccs_keys,168,118,3.549197278585471
CHEMBL4142,embed,387,16,2.5138601248397654
CHEMBL4142,mfp_r2_1024,387,903,7.0027381734470096
CHEMBL4142,maccs_keys,387,127,5.813701285008421
CHEMBL4143,embed,841,16,3.595823505608155
CHEMBL4143,mfp_r2_1024,841,1023,10.693276543798246
CHEMBL4143,maccs_keys,841,146,8.899691006044348
CHEMBL4150,embed,111,16,2.9902881590685912
CHEMBL4150,mfp_r2_1024,111,594,7.012221498138214
CHEMBL4150,maccs_keys,111,129,4.068413963548558
CHEMBL4153,embed,956,16,2.5975126777057667
CHEMBL4153,mfp_r2_1024,956,947,7.678451089419791
CHEMBL4153,maccs_keys,956,140,5.8753379821026535
CHEMBL4158,embed,1577,16,2.7602010876147047
CHEMBL4158,mfp_r2_1024,1577,1023,8.185418150385624
CHEMBL4158,maccs_keys,1577,151,6.647423403677007
CHEMBL4179,embed,667,16,2.6945673251361746
CHEMBL4179,mfp_r2_1024,667,1002,8.416752633207285
CHEMBL4179,maccs_keys,667,139,6.454656060171548
CHEMBL4191,embed,292,16,2.444033484366212
CHEMBL4191,mfp_r2_1024,292,760,7.881717442105564
CHEMBL4191,maccs_keys,292,142,4.775521477903604
CHEMBL4198,embed,907,16,1.9198943486641145
CHEMBL4198,mfp_r2_1024,907,991,6.770706548886069
CHEMBL4198,maccs_keys,907,137,5.691678717051602
CHEMBL4203,embed,613,16,3.48290782885601
CHEMBL4203,mfp_r2_1024,613,1006,9.813610633858389
CHEMBL4203,maccs_keys,613,142,7.470878207874643
CHEMBL4204,embed,859,16,3.102077425571132
CHEMBL4204,mfp_r2_1024,859,1003,7.450726819391665
CHEMBL4204,maccs_keys,859,141,5.399900840988807
CHEMBL4224,embed,207,16,2.529842298468657
CHEMBL4224,mfp_r2_1024,207,850,7.523085100768354
CHEMBL4224,maccs_keys,207,134,5.167272705970425
CHEMBL4225,embed,495,16,3.528904536416033
CHEMBL4225,mfp_r2_1024,495,994,9.4676671420215
CHEMBL4225,maccs_keys,495,142,7.18676840089671
CHEMBL4227,embed,480,16,1.785065150984205
CHEMBL4227,mfp_r2_1024,480,864,7.147309951267793
CHEMBL4227,maccs_keys,480,125,4.820265854357462
CHEMBL4235,embed,2247,16,1.88681996614368
CHEMBL4235,mfp_r2_1024,2247,1022,8.418725323526266
CHEMBL4235,maccs_keys,2247,143,6.426721283835684
CHEMBL4237,embed,193,16,3.207904916724979
CHEMBL4237,mfp_r2_1024,193,898,7.469896934630765
CHEMBL4237,maccs_keys,193,137,6.127311015724191
CHEMBL4247,embed,1013,16,2.8644017603820857
CHEMBL4247,mfp_r2_1024,1013,1013,7.507554611627494
CHEMBL4247,maccs_keys,1013,141,5.979424874077762
CHEMBL4273,embed,137,16,3.14233801994053
CHEMBL4273,mfp_r2_1024,137,802,6.328980498900963
CHEMBL4273,maccs_keys,137,124,6.058580439727502
CHEMBL4282,embed,1803,16,2.701121439060183
CHEMBL4282,mfp_r2_1024,1803,1024,7.670094239124602
CHEMBL4282,maccs_keys,1803,150,6.359702715949834
CHEMBL4296,embed,3773,16,2.633755794528732
CHEMBL4296,mfp_r2_1024,3773,1024,8.500270102825155
CHEMBL4296,maccs_keys,3773,147,5.209695278514844
CHEMBL4302,embed,1266,16,2.6479045964774195
CHEMBL4302,mfp_r2_1024,1266,1022,7.044853561531496
CHEMBL4302,maccs_keys,1266,151,5.7918322467069006
CHEMBL4303,embed,256,16,1.6376451218718444
CHEMBL4303,mfp_r2_1024,256,849,5.956363198215592
CHEMBL4303,maccs_keys,256,142,4.451662097981696
CHEMBL4306,embed,468,16,2.6278467200849907
CHEMBL4306,mfp_r2_1024,468,923,6.7329902120996845
CHEMBL4306,maccs_keys,468,135,4.617712667385758
CHEMBL4308,embed,376,16,2.684256086819268
CHEMBL4308,mfp_r2_1024,376,870,5.0813819051611295
CHEMBL4308,maccs_keys,376,131,4.590027249305934
CHEMBL4315,embed,308,16,2.3956680655911837
CHEMBL4315,mfp_r2_1024,308,781,5.640663149431339
CHEMBL4315,maccs_keys,308,132,4.275100745938131
CHEMBL4317,embed,160,16,2.43635279944083
CHEMBL4317,mfp_r2_1024,160,632,7.058986782835912
CHEMBL4317,maccs_keys,160,119,4.7302061479956015
CHEMBL4321,embed,209,16,2.718265555572912
CHEMBL4321,mfp_r2_1024,209,698,7.012294665736736
CHEMBL4321,maccs_keys,209,132,3.4477052334887306
CHEMBL4333,embed,1493,16,3.497026803845924
CHEMBL4333,mfp_r2_1024,1493,1020,7.821844027434277
CHEMBL4333,maccs_keys,1493,146,5.913469140263331
CHEMBL4336,embed,166,16,2.371509829625111
CHEMBL4336,mfp_r2_1024,166,622,5.467415022914337
CHEMBL4336,maccs_keys,166,114,3.522160305857227
CHEMBL4338,embed,186,16,1.9945836427486745
CHEMBL4338,mfp_r2_1024,186,705,7.481598717022783
CHEMBL4338,maccs_keys,186,118,5.667451510371264
CHEMBL4354,embed,907,16,1.8078057827883949
CHEMBL4354,mfp_r2_1024,907,1003,5.895333543284073
CHEMBL4354,maccs_keys,907,140,5.107620769870468
CHEMBL4358,embed,153,16,2.411228550741016
CHEMBL4358,mfp_r2_1024,153,734,6.8051946708254105
CHEMBL4358,maccs_keys,153,138,3.7554125062783017
CHEMBL4361,embed,1764,16,3.4887445937627515
CHEMBL4361,mfp_r2_1024,1764,1024,8.842241024350391
CHEMBL4361,maccs_keys,1764,151,7.079002505326052
CHEMBL4372,embed,306,16,2.41828758772543
CHEMBL4372,mfp_r2_1024,306,872,6.988220385672201
CHEMBL4372,maccs_keys,306,141,4.460957219167365
CHEMBL4374,embed,140,16,3.452908991977474
CHEMBL4374,mfp_r2_1024,140,824,7.228912235311184
CHEMBL4374,maccs_keys,140,129,6.420204981315647
CHEMBL4375,embed,209,16,3.364930232796595
CHEMBL4375,mfp_r2_1024,209,913,7.287447753156036
CHEMBL4375,maccs_keys,209,139,6.766554948997637
CHEMBL4398,embed,233,16,2.69915943294163
CHEMBL4398,mfp_r2_1024,233,760,4.926681573255066
CHEMBL4398,maccs_keys,233,131,3.6097788232182855
CHEMBL4409,embed,3300,16,3.451604609435544
CHEMBL4409,mfp_r2_1024,3300,1024,8.52900149893419
CHEMBL4409,maccs_keys,3300,138,7.336668987719117
CHEMBL4411,embed,161,16,2.6598347994581366
CHEMBL4411,mfp_r2_1024,161,532,7.074271768100913
CHEMBL4411,maccs_keys,161,108,2.5745143501732866
CHEMBL4422,embed,1134,16,2.6298259954767134
CHEMBL4422,mfp_r2_1024,1134,983,8.780701241622845
CHEMBL4422,maccs_keys,1134,138,5.910933264120135
CHEMBL4427,embed,363,16,2.4096121365787404
CHEMBL4427,mfp_r2_1024,363,882,6.950192585458623
CHEMBL4427,maccs_keys,363,135,4.280858561364696
CHEMBL4429,embed,399,16,2.095301700351717
CHEMBL4429,mfp_r2_1024,399,882,5.11570885731448
CHEMBL4429,maccs_keys,399,129,4.813274590359486
CHEMBL4439,embed,375,16,3.282255440977478
CHEMBL4439,mfp_r2_1024,375,860,7.673862382921457
CHEMBL4439,maccs_keys,375,124,5.286623421600397
CHEMBL4441,embed,921,16,1.7861333144018978
CHEMBL4441,mfp_r2_1024,921,988,6.392083791790058
CHEMBL4441,maccs_keys,921,139,4.589628487585631
CHEMBL4462,embed,602,16,2.540868759302877
CHEMBL4462,mfp_r2_1024,602,960,6.813994282811115
CHEMBL4462,maccs_keys,602,144,5.041754544305443
CHEMBL4465,embed,99,16,1.930233631963592
CHEMBL4465,mfp_r2_1024,99,688,4.551636623051931
CHEMBL4465,maccs_keys,99,136,3.2635837535405976
CHEMBL4468,embed,107,16,2.229303162757372
CHEMBL4468,mfp_r2_1024,107,517,8.468348994310139
CHEMBL4468,maccs_keys,107,118,4.599239803880864
CHEMBL4471,embed,501,16,2.55948339592226
CHEMBL4471,mfp_r2_1024,501,953,7.654909267546824
CHEMBL4471,maccs_keys,501,146,4.209185653014792
CHEMBL4472,embed,107,16,2.340995415861639
CHEMBL4472,mfp_r2_1024,107,546,5.658777751205766
CHEMBL4472,maccs_keys,107,112,3.769789998343521
CHEMBL4477,embed,404,16,1.8008084983290509
CHEMBL4477,mfp_r2_1024,404,893,7.698746471815046
CHEMBL4477,maccs_keys,404,136,5.121613439373178
CHEMBL4481,embed,488,16,1.7952812994445124
CHEMBL4481,mfp_r2_1024,488,936,7.687406931459763
CHEMBL4481,maccs_keys,488,141,4.762038500964377
CHEMBL4482,embed,266,16,2.719756417712933
CHEMBL4482,mfp_r2_1024,266,953,8.547287272344041
CHEMBL4482,maccs_keys,266,133,6.727048379457414
CHEMBL4501,embed,818,16,3.262352589583002
CHEMBL4501,mfp_r2_1024,818,1007,8.42906789754452
CHEMBL4501,maccs_keys,818,140,7.315700400168796
CHEMBL4506,embed,475,16,2.463412605732452
CHEMBL4506,mfp_r2_1024,475,935,6.412921079171987
CHEMBL4506,maccs_keys,475,144,4.716649867048138
CHEMBL4516,embed,223,16,3.397746024803634
CHEMBL4516,mfp_r2_1024,223,925,7.411366228043962
CHEMBL4516,maccs_keys,223,135,6.812839963438161
CHEMBL4523,embed,1650,16,2.7248355326264804
CHEMBL4523,mfp_r2_1024,1650,1022,7.968023868386753
CHEMBL4523,maccs_keys,1650,141,7.007409656480797
CHEMBL4525,embed,267,16,3.477537816388203
CHEMBL4525,mfp_r2_1024,267,924,8.913037786974424
CHEMBL4525,maccs_keys,267,133,6.917714595971288
CHEMBL4530,embed,91,16,1.601336807967533
CHEMBL4530,mfp_r2_1024,91,474,6.877916000980584
CHEMBL4530,maccs_keys,91,126,3.4368710515217886
CHEMBL4550,embed,1527,16,3.3772623497536745
CHEMBL4550,mfp_r2_1024,1527,1013,7.223405700866779
CHEMBL4550,maccs_keys,1527,136,4.770006046563429
CHEMBL4552,embed,325,16,3.331046037379139
CHEMBL4552,mfp_r2_1024,325,753,6.803471328575032
CHEMBL4552,maccs_keys,325,131,4.747356369604025
CHEMBL4554,embed,98,16,2.4829918467744685
CHEMBL4554,mfp_r2_1024,98,585,4.7166122301046105
CHEMBL4554,maccs_keys,98,115,3.6603929132463664
CHEMBL4556,embed,96,16,1.9057407714666816
CHEMBL4556,mfp_r2_1024,96,473,5.720411763057083
CHEMBL4556,maccs_keys,96,124,3.016645575171569
CHEMBL4559,embed,99,16,1.763072024152443
CHEMBL4559,mfp_r2_1024,99,473,5.1383195136096536
CHEMBL4559,maccs_keys,99,121,4.049675140866767
CHEMBL4561,embed,541,16,2.510300884484743
CHEMBL4561,mfp_r2_1024,541,902,7.291851419737206
CHEMBL4561,maccs_keys,541,132,4.935965630318099
CHEMBL4564,embed,97,16,2.7515432411449225
CHEMBL4564,mfp_r2_1024,97,466,5.946592793847716
CHEMBL4564,maccs_keys,97,87,3.4702034786964955
CHEMBL4566,embed,636,16,2.5534329879554067
CHEMBL4566,mfp_r2_1024,636,950,6.597653242191875
CHEMBL4566,maccs_keys,636,135,3.675854104138704
CHEMBL4576,embed,294,16,3.422773619183215
CHEMBL4576,mfp_r2_1024,294,926,8.361055679560629
CHEMBL4576,maccs_keys,294,138,6.777262038521684
CHEMBL4578,embed,213,16,3.431889955981182
CHEMBL4578,mfp_r2_1024,213,916,8.151120595119211
CHEMBL4578,maccs_keys,213,139,6.910826969566573
CHEMBL4581,embed,497,16,2.7052689577143347
CHEMBL4581,mfp_r2_1024,497,892,7.626629163023347
CHEMBL4581,maccs_keys,497,146,5.066352045888623
CHEMBL4588,embed,587,16,2.345221680394389
CHEMBL4588,mfp_r2_1024,587,940,7.330396895117895
CHEMBL4588,maccs_keys,587,142,5.515646653270563
CHEMBL4599,embed,346,16,2.482634886420952
CHEMBL4599,mfp_r2_1024,346,928,8.133029240169044
CHEMBL4599,maccs_keys,346,138,6.178860813754564
CHEMBL4600,embed,214,16,3.411911463332342
CHEMBL4600,mfp_r2_1024,214,912,7.739265950204494
CHEMBL4600,maccs_keys,214,136,5.981822283108926
CHEMBL4601,embed,163,16,2.376479060263549
CHEMBL4601,mfp_r2_1024,163,827,7.296429519186305
CHEMBL4601,maccs_keys,163,131,5.423800785203204
CHEMBL4607,embed,275,16,2.8869101481607093
CHEMBL4607,mfp_r2_1024,275,838,4.606201648302383
CHEMBL4607,maccs_keys,275,133,3.373781877138702
CHEMBL4608,embed,435,16,1.8453555435305449
CHEMBL4608,mfp_r2_1024,435,938,5.855901008453496
CHEMBL4608,maccs_keys,435,140,5.335805908781414
CHEMBL4616,embed,1108,16,1.821593640440886
CHEMBL4616,mfp_r2_1024,1108,1006,6.48038272107004
CHEMBL4616,maccs_keys,1108,133,4.857061864570475
CHEMBL4618,embed,380,16,2.9733873305796363
CHEMBL4618,mfp_r2_1024,380,784,7.456182053697899
CHEMBL4618,maccs_keys,380,136,5.32660434654659
CHEMBL4620,embed,164,16,2.2105808516589565
CHEMBL4620,mfp_r2_1024,164,682,4.824379860304756
CHEMBL4620,maccs_keys,164,132,2.730797138307506
CHEMBL4625,embed,658,16,3.2745917630995267
CHEMBL4625,mfp_r2_1024,658,1006,6.494924052063347
CHEMBL4625,maccs_keys,658,142,3.848238398488817
CHEMBL4630,embed,1431,16,2.822531754615879
CHEMBL4630,mfp_r2_1024,1431,1021,8.844265541832502
CHEMBL4630,maccs_keys,1431,146,6.841393282514899
CHEMBL4631,embed,185,16,2.401145565262655
CHEMBL4631,mfp_r2_1024,185,683,4.373512099286223
CHEMBL4631,maccs_keys,185,127,2.5073512916338494
CHEMBL4633,embed,311,16,2.3160223940227147
CHEMBL4633,mfp_r2_1024,311,858,5.715432887448648
CHEMBL4633,maccs_keys,311,136,2.898570973729536
CHEMBL4641,embed,425,16,2.663929247979636
CHEMBL4641,mfp_r2_1024,425,870,7.14401455648319
CHEMBL4641,maccs_keys,425,133,5.229658436862327
CHEMBL4644,embed,551,16,1.868534007988053
CHEMBL4644,mfp_r2_1024,551,932,6.123936710346869
CHEMBL4644,maccs_keys,551,138,5.328625815158623
CHEMBL4649,embed,402,16,2.6035538300717387
CHEMBL4649,mfp_r2_1024,402,757,7.228182367926685
CHEMBL4649,maccs_keys,402,118,4.865785428329458
CHEMBL4652,embed,124,16,2.142627998366726
CHEMBL4652,mfp_r2_1024,124,502,7.754374809185459
CHEMBL4652,maccs_keys,124,101,4.918323466039263
CHEMBL4657,embed,821,16,1.8991519647430517
CHEMBL4657,mfp_r2_1024,821,992,8.35116986890749
CHEMBL4657,maccs_keys,821,139,6.2386574904244485
CHEMBL4662,embed,335,16,2.539697658706508
CHEMBL4662,mfp_r2_1024,335,825,6.726954195003924
CHEMBL4662,maccs_keys,335,144,4.342090469051677
CHEMBL4674,embed,108,16,3.4436939112649303
CHEMBL4674,mfp_r2_1024,108,808,8.18129117305502
CHEMBL4674,maccs_keys,108,129,6.206440969044664
CHEMBL4675,embed,97,16,2.134986642680506
CHEMBL4675,mfp_r2_1024,97,365,5.656280736931016
CHEMBL4675,maccs_keys,97,88,4.42755200374105
CHEMBL4681,embed,347,16,1.7606984353564623
CHEMBL4681,mfp_r2_1024,347,818,7.545611521743875
CHEMBL4681,maccs_keys,347,136,4.159885626225171
CHEMBL4685,embed,954,16,3.233653287051563
CHEMBL4685,mfp_r2_1024,954,1007,8.329598143532133
CHEMBL4685,maccs_keys,954,146,6.00710918125475
CHEMBL4687,embed,129,16,2.599734105710555
CHEMBL4687,mfp_r2_1024,129,600,5.446437215358486
CHEMBL4687,maccs_keys,129,125,4.11437902846085
CHEMBL4691,embed,609,16,2.031160833328146
CHEMBL4691,mfp_r2_1024,609,870,8.373271331763167
CHEMBL4691,maccs_keys,609,120,5.317393953377238
CHEMBL4696,embed,412,16,1.7212639579691211
CHEMBL4696,mfp_r2_1024,412,901,6.449887159156453
CHEMBL4696,maccs_keys,412,145,3.84246560714118
CHEMBL4697,embed,343,16,2.7534882603942936
CHEMBL4697,mfp_r2_1024,343,968,8.550985660170342
CHEMBL4697,maccs_keys,343,138,6.357062177602961
CHEMBL4698,embed,241,16,2.519866029672664
CHEMBL4698,mfp_r2_1024,241,700,8.235241819352886
CHEMBL4698,maccs_keys,241,117,5.084663703049522
CHEMBL4701,embed,108,16,1.7286101924599506
CHEMBL4701,mfp_r2_1024,108,606,7.664926943253999
CHEMBL4701,maccs_keys,108,123,5.61250696029751
CHEMBL4708,embed,352,16,2.59008237352932
CHEMBL4708,mfp_r2_1024,352,970,8.003511891470561
CHEMBL4708,maccs_keys,352,135,6.847958532624687
CHEMBL4722,embed,2454,16,3.5974428062372006
CHEMBL4722,mfp_r2_1024,2454,1023,8.198927209836935
CHEMBL4722,maccs_keys,2454,147,7.642864219443832
CHEMBL4744,embed,105,16,2.425923432156812
CHEMBL4744,mfp_r2_1024,105,532,6.451109969360348
CHEMBL4744,maccs_keys,105,122,3.612534978736522
CHEMBL4766,embed,114,16,2.3241541763823736
CHEMBL4766,mfp_r2_1024,114,647,6.003007449228442
CHEMBL4766,maccs_keys,114,126,4.028257235906085
CHEMBL4767,embed,171,16,1.848877933522536
CHEMBL4767,mfp_r2_1024,171,594,7.80176822964634
CHEMBL4767,maccs_keys,171,109,6.232048049158621
CHEMBL4768,embed,273,16,2.518487524083469
CHEMBL4768,mfp_r2_1024,273,852,6.657649842885227
CHEMBL4768,maccs_keys,273,137,4.492299114985205
CHEMBL4777,embed,590,16,2.75052160313192
CHEMBL4777,mfp_r2_1024,590,1004,6.685037569416791
CHEMBL4777,maccs_keys,590,144,5.125940243058438
CHEMBL4781,embed,92,16,1.842310618843651
CHEMBL4781,mfp_r2_1024,92,472,4.727717550932129
CHEMBL4781,maccs_keys,92,115,3.623018451194041
CHEMBL4789,embed,371,16,2.382130078549676
CHEMBL4789,mfp_r2_1024,371,839,8.60396710168538
CHEMBL4789,maccs_keys,371,143,4.487300102109409
CHEMBL4792,embed,2007,16,2.698742697824456
CHEMBL4792,mfp_r2_1024,2007,1008,8.26930532499908
CHEMBL4792,maccs_keys,2007,133,6.127517527193239
CHEMBL4793,embed,323,16,1.8436110066721412
CHEMBL4793,mfp_r2_1024,323,893,7.723807915064103
CHEMBL4793,maccs_keys,323,135,5.4110772428023735
CHEMBL4794,embed,2214,16,2.748520123487709
CHEMBL4794,mfp_r2_1024,2214,1021,7.820811539439668
CHEMBL4794,maccs_keys,2214,147,5.687062727799663
CHEMBL4800,embed,88,16,2.299321517624447
CHEMBL4800,mfp_r2_1024,88,437,6.445100056425109
CHEMBL4800,maccs_keys,88,85,4.7119655839645205
CHEMBL4801,embed,550,16,1.7959226166855344
CHEMBL4801,mfp_r2_1024,550,941,6.8622537503984695
CHEMBL4801,maccs_keys,550,141,4.578053406810205
CHEMBL4803,embed,416,16,1.7768870661213796
CHEMBL4803,mfp_r2_1024,416,901,8.226752897670577
CHEMBL4803,maccs_keys,416,137,5.426272445310814
CHEMBL4804,embed,395,16,2.6339956209303312
CHEMBL4804,mfp_r2_1024,395,903,7.104033679572901
CHEMBL4804,maccs_keys,395,141,4.675420534639449
CHEMBL4805,embed,1882,16,2.7491674409225557
CHEMBL4805,mfp_r2_1024,1882,1016,7.982536049869735
CHEMBL4805,maccs_keys,1882,147,5.32610310425457
CHEMBL4816,embed,221,16,3.3027198468032424
CHEMBL4816,mfp_r2_1024,221,898,6.505817634456156
CHEMBL4816,maccs_keys,221,133,6.131506375495612
CHEMBL4822,embed,5403,16,2.715491200768995
CHEMBL4822,mfp_r2_1024,5403,1024,7.4280876867953
CHEMBL4822,maccs_keys,5403,151,6.228146908714568
CHEMBL4824,embed,249,16,3.0723400188489425
CHEMBL4824,mfp_r2_1024,249,756,6.979888800468853
CHEMBL4824,maccs_keys,249,122,4.200294081466264
CHEMBL4829,embed,2341,16,1.7983055036571327
CHEMBL4829,mfp_r2_1024,2341,1017,8.895675148928502
CHEMBL4829,maccs_keys,2341,141,5.918018456779699
CHEMBL4860,embed,1198,16,2.538792929753481
CHEMBL4860,mfp_r2_1024,1198,1008,5.538175224439243
CHEMBL4860,maccs_keys,1198,143,3.761771618845654
CHEMBL4892,embed,185,16,2.5912233045330533
CHEMBL4892,mfp_r2_1024,185,735,7.365612623237623
CHEMBL4892,maccs_keys,185,132,4.6140532423406455
CHEMBL4895,embed,272,16,2.6850424386408367
CHEMBL4895,mfp_r2_1024,272,949,7.511682809161885
CHEMBL4895,maccs_keys,272,137,5.583171362493577
CHEMBL4897,embed,235,16,2.5851544360547325
CHEMBL4897,mfp_r2_1024,235,907,7.315976903717167
CHEMBL4897,maccs_keys,235,139,5.823557147112988
CHEMBL4898,embed,274,16,2.702269666896928
CHEMBL4898,mfp_r2_1024,274,942,8.445775339952014
CHEMBL4898,maccs_keys,274,131,6.785490409095435
CHEMBL4900,embed,363,16,2.6617322717157186
CHEMBL4900,mfp_r2_1024,363,990,8.484116373900063
CHEMBL4900,maccs_keys,363,139,7.074308231681302
CHEMBL4908,embed,549,16,1.6648985488967514
CHEMBL4908,mfp_r2_1024,549,811,8.445742645816763
CHEMBL4908,maccs_keys,549,131,4.617090820599039
CHEMBL4919,embed,89,16,2.2631976148988846
CHEMBL4919,mfp_r2_1024,89,444,6.3752596114839015
CHEMBL4919,maccs_keys,89,113,3.428552258441107
CHEMBL4921,embed,140,16,2.4747629307520635
CHEMBL4921,mfp_r2_1024,140,607,3.7659958762479526
CHEMBL4921,maccs_keys,140,119,3.4885452393537
CHEMBL4975,embed,488,16,2.5936568973372016
CHEMBL4975,mfp_r2_1024,488,837,7.379524112502716
CHEMBL4975,maccs_keys,488,137,4.8652431791206725
CHEMBL4977,embed,118,16,2.457868248583111
CHEMBL4977,mfp_r2_1024,118,760,6.390210718511266
CHEMBL4977,maccs_keys,118,134,3.5362743179751384
CHEMBL4979,embed,544,16,2.459511315465363
CHEMBL4979,mfp_r2_1024,544,872,5.827175366303638
CHEMBL4979,maccs_keys,544,140,4.056446729634803
CHEMBL4980,embed,657,16,2.643737136967923
CHEMBL4980,mfp_r2_1024,657,969,7.406514862514973
